"","X1","X2"
"443","marriagedivorced:tv_hrs2~4hrs","0.000231852429959098"
"444","marriagenever_married:tv_hrs2~4hrs","0.00150578107108011"
"445","marriagewidowed:tv_hrs5hrs","-0.00144781216446175"
"446","marriagedivorced:tv_hrs5hrs","0.00235312443709286"
"447","marriagenever_married:tv_hrs5hrs","-0.00404243355031868"
"448","marriagewidowed:tv_hrs0hr","-0.02445073364565"
"449","marriagedivorced:tv_hrs0hr","0.00747189398834885"
"450","marriagenever_married:tv_hrs0hr","-0.00111010813510953"
"451","marriagewidowed:sleep_hr","-0.000185650206383225"
"452","marriagedivorced:sleep_hr","6.48218838941591e-06"
"453","marriagenever_married:sleep_hr","-0.000100632507759021"
"454","marriagewidowed:smokesometimes","0.00405653312291787"
"455","marriagedivorced:smokesometimes","0.0061939956561085"
"456","marriagenever_married:smokesometimes","0.00398904214089095"
"457","marriagewidowed:smokeno","-0.00394657506105588"
"458","marriagedivorced:smokeno","0.00070014075623391"
"459","marriagenever_married:smokeno","0.00343121920781639"
"460","marriagewidowed:smokemissing","0.00364945065525473"
"461","marriagedivorced:smokemissing","-0.000937967932469265"
"462","marriagenever_married:smokemissing","-0.00197208470209296"
"463","marriagewidowed:I(sleep_hr^2)","-3.45772592035095e-05"
"464","marriagedivorced:I(sleep_hr^2)","8.80560526069982e-07"
"465","marriagenever_married:I(sleep_hr^2)","-8.33933210695321e-06"
"466","famsize:famincome25k~55k","0.000171140935306525"
"467","famsize:famincome55k~75k","0.000165086305484918"
"468","famsize:famincome75k~100k","3.93011542577249e-05"
"469","famsize:famincomeabove 100k","-0.000130025572282123"
"470","famsize:alcohol12yrno","-4.58291300315349e-05"
"471","famsize:alcoholfrq","-4.67530003436133e-06"
"472","famsize:log.grocery","6.37327828992304e-06"
"473","famsize:log.eatout","5.02388143727384e-05"
"474","famsize:log.delivery","1.05897474408535e-05"
"475","famsize:milkrare","8.51922242312919e-05"
"476","famsize:milksometimes","-5.66899391719774e-05"
"477","famsize:milkoften","0.000150411478807249"
"478","famsize:milkvaried","0.00162850210591612"
"479","famsize:meals_nothome","7.97331088561946e-06"
"480","famsize:meals_fastfood","-8.08374648104426e-06"
"481","famsize:depressedsometimes","-0.000265121174987215"
"482","famsize:depressedoften","-0.000657409890005825"
"483","famsize:depressedalwyas","-0.000551251168850933"
"484","famsize:sleep_troublesometimes","-1.26986372877456e-05"
"485","famsize:sleep_troubleoften","-0.000191122570691363"
"486","famsize:sleep_troublealways","-8.13393818727257e-06"
"487","famsize:activityNo","-5.80929775780677e-05"
"488","famsize:tv_hrs2~4hrs","0.000191078604777529"
"489","famsize:tv_hrs5hrs","0.0001535137224768"
"490","famsize:tv_hrs0hr","0.000187577509362015"
"491","famsize:sleep_hr","2.99674796973222e-06"
"492","famsize:smokesometimes","0.0005529240854218"
"493","famsize:smokeno","0.000140475062698105"
"494","famsize:smokemissing","0.000347683956495911"
"495","famsize:I(sleep_hr^2)","2.28787294655053e-07"
"496","famincome25k~55k:alcohol12yrno","-0.00247379043568452"
"497","famincome55k~75k:alcohol12yrno","-0.000742520129946329"
"498","famincome75k~100k:alcohol12yrno","0.00554842754623817"
"499","famincomeabove 100k:alcohol12yrno","0.00394303500397898"
"500","famincome25k~55k:alcoholfrq","-9.25719246278063e-05"
"501","famincome55k~75k:alcoholfrq","-1.3462066820607e-05"
"502","famincome75k~100k:alcoholfrq","-0.000139226927553741"
"503","famincomeabove 100k:alcoholfrq","-5.28998206871173e-06"
"504","famincome25k~55k:log.grocery","0.000115769793041507"
"505","famincome55k~75k:log.grocery","1.35114187600788e-05"
"506","famincome75k~100k:log.grocery","-3.81430515131945e-05"
"507","famincomeabove 100k:log.grocery","-0.000165568362758151"
"508","famincome25k~55k:log.eatout","0.0002570403139456"
"509","famincome55k~75k:log.eatout","3.00732662356763e-05"
"510","famincome75k~100k:log.eatout","7.59056892774076e-06"
"511","famincomeabove 100k:log.eatout","-0.000156786162839719"
"512","famincome25k~55k:log.delivery","-0.000107432986340585"
"513","famincome55k~75k:log.delivery","7.34569309303094e-05"
"514","famincome75k~100k:log.delivery","0.000356808562274451"
"515","famincomeabove 100k:log.delivery","-0.000148451095514157"
"516","famincome25k~55k:milkrare","-0.000478208999801027"
"517","famincome55k~75k:milkrare","0.000822289156570713"
